nctId,conditions,classification
NCT04934774,"T-cell Acute Lymphoblastic Leukemia, T-cell Acute Lymphoblastic Lymphoma, T-cell Non-Hodgkin Lymphoma",blood cancer
NCT04833504,"Diffuse Large B-cell Lymphoma, Mantle Cell Lymphoma, Transformed Follicular Lymphoma, Primary Mediastinal Large B-cell Lymphoma",blood cancer
NCT04776330,"Multiple Myeloma, Neoplasm, Plasma Cell, Multiple Myeloma in Relapse",blood cancer
NCT04008251,"Acute Lymphoblastic Leukemia, B Cell Lymphoma",blood cancer
NCT04717999,Recurrent Glioblastoma,solid tumor
NCT05631899,"Solid Tumor, Adult, EphA2 Overexpression, KRAS G12V, KRAS G12C, KRAS G12D",solid tumor
NCT02132624,"B Cell Lymphoma, B Cell Leukemia",blood cancer
NCT05213195,Refractory Metastatic Colorectal Cancer,solid tumor
NCT06508346,"ANCA Associated Vasculitis, CAR-T Cell Therapy",others
NCT04541368,Relapse Multiple Myeloma,blood cancer
NCT04782193,B Cell Lymphoma,blood cancer
NCT04714827,Multiple Myeloma,blood cancer
NCT05645601,Adult Relapsed/Refractory B-cell Hematologic Malignancies,blood cancer
NCT06569472,Juvenile Dermatomyositis,others
NCT06633354,T-Acute Lymphoblastic Leukemia,blood cancer
NCT04790747,Hematological Malignancies,blood cancer
NCT06880393,Multiple Myeloma,blood cancer
NCT04803929,"AML M4, AML M5",others
NCT05836896,"Neoplasms, Relapsed Diffuse Large B-cell Lymphoma (DLBCL), Refractory Diffuse Large B-cell Lymphoma (DLBCL), Multiple Myeloma, Refractory, Multiple Myeloma in Relapse",blood cancer
NCT02903810,Hematopoietic/Lymphoid Cancer,blood cancer
NCT06585345,Acute-Leukemia,blood cancer
NCT05225831,CD19+ and CD 22+ B-ALL,others
NCT03198546,"Hepatocellular Carcinoma, Immunotherapy, CAR, GPC3 Gene Inactivation, T Cell, Squamous Cell Lung Cancer",solid tumor
NCT06221553,"DIPG Brain Tumor, Diffuse Intrinsic Pontine Glioma",solid tumor
NCT04723901,"Dual-target CAR-T Cells, B ALL, Relapse, Refractory B Acute Lymphoblastic Leukemia",blood cancer
NCT03271632,Multiple Myeloma,blood cancer
NCT05672147,"Acute Myeloid Leukemia, Recurrent Adult Acute Myeloid Leukemia, Refractory Acute Myeloid Leukemia, Secondary Acute Myeloid Leukemia",blood cancer
NCT04257175,Acute Myeloid Leukemia,blood cancer
NCT04702841,"CAR, Malignant Tumors",solid tumor
NCT06186401,"EGFR Gene Mutation, Glioblastoma, MGMT-Unmethylated Glioblastoma, Recurrent Glioblastoma",solid tumor
NCT06792344,Systemic Sclerosis (SSc),others
NCT03330834,Advanced Lung Cancer,solid tumor
NCT04969354,Immunotherapy,others
NCT03919526,"MRD-positive, Acute Lymphoblastic Leukemia",blood cancer
NCT02656147,"Leukemia, Lymphoma",blood cancer
NCT06481735,Acute Lymphocytic Leukemia,blood cancer
NCT05947487,"Solid Tumor, Adult",solid tumor
NCT05739227,"Acute Lymphoblastic Leukemia, B-cell Lymphoma, Chronic Lymphocytic Leukemia",blood cancer
NCT04649983,"Leukemia, B-cell, Lymphoma, B-Cell",blood cancer
NCT05948033,Lymphoma,blood cancer
NCT05673447,Diffuse Large B Cell Lymphoma,blood cancer
NCT05554939,Non Hodgkin's Lymphoma,blood cancer
NCT06684639,Neuroblastoma,others
NCT05693844,Advanced or Metastatic Solid Tumors,solid tumor
NCT06018363,Brain Gliomas,solid tumor
NCT04626726,Adult B Acute Lymphoblastic Leukemia,blood cancer
NCT05454241,Hematological Malignancies,blood cancer
NCT06762119,Autoimmune Diseases,others
NCT05800405,"Recurrent Diffuse Large B-Cell Lymphoma, Refractory Diffuse Large B-Cell Lymphoma",blood cancer
NCT06820424,CDH17-positive Advanced Solid Tumors,solid tumor
NCT05990621,CD70-positive Advanced Urologic Neoplasms,others
NCT03602612,"Myeloma-Multiple, Myeloma, Plasma-Cell",blood cancer
NCT05322330,Relapsed/Refractory B-cell Non-Hodgkin's Lymphoma,blood cancer
NCT06307054,"Relapsed Adult AML, Refractory AML",others
NCT06420154,"Systemic Lupus Erythematosus (SLE), Sjogren's Syndrome, Systemic Sclerosis, Inflammatory Myopathy, ANCA Associated Vasculitis, Antiphospholipid Syndrome",others
NCT06623396,"Mesothelin Positive, Mesothelin-Expressing Tumors, Esophageal Adenocarcinoma, Esophageal Adenocarcinomas, Esophagogastric Adenocarcinoma, Peritoneal Carcinomatosis, Breast Neoplasms, Diabetes Mellitus",solid tumor
NCT03879382,"POMES Syndrome, Relapsed and Refractory POMES Syndrome",others
NCT05194709,Advanced Solid Tumors,solid tumor
NCT05715606,Diffuse Large B-cell Lymphoma,blood cancer
NCT03706547,"Multiple Myeloma in Relapse, Multiple Myeloma Progression",blood cancer
NCT05747157,B-cell Acute Lymphoblastic Leukemia,blood cancer
NCT04037566,"Leukemia Lymphocytic Acute (ALL) in Relapse, Leukemia Lymphocytic Acute (All) Refractory, Lymphoma, B-Cell, CD19 Positive",blood cancer
NCT06675513,"CRC (colorectal Cancer), Metastatic Colorectal Cancer",solid tumor
NCT04412889,Multiple Myeloma,blood cancer
NCT05275062,"Advanced Solid Tumors, Gastric Cancer, Esophagogastric Junction Cancer, Pancreatic Cancer",solid tumor
NCT03796390,Acute Myelocytic Leukemia,blood cancer
NCT04290000,Lymphoma and Acute Lymphoblastic Leukemia,blood cancer
NCT05130489,"Cardiovascular Diseases, B-cell Acute Lymphoblastic Leukemia, B-cell Lymphoma Refractory, B-cell Lymphoma Recurrent, Primary Mediastinal Large B-cell Lymphoma (PMBCL), Diffuse Large B Cell Lymphoma, Cardiotoxicity, Cardiovascular Complication",blood cancer
NCT04601831,Non-Hodgkin Lymphoma,blood cancer
NCT06646666,B-cell Non Hodgkin Lymphoma,blood cancer
NCT05445011,Acute Myeloid Leukemia,blood cancer
NCT02844062,Glioblastoma Multiforme,solid tumor
NCT06733610,"Autoimmune Hemolytic Anemia, CD19/BCMA CAR T-cells, Universal Allogeneic CAR T-cells",others
NCT06010472,Systemic Lupus Erythematosus (SLE),others
NCT04657965,"Infectious Diseases, Hematological Malignancies",blood cancer
NCT04033302,"T-cell Acute Lymphoblastic Leukemia, T-cell Acute Lymphoblastic Lymphoma, Acute Myeloid Leukemia, NK Cell Lymphoma",blood cancer
NCT03628612,"Patients Followed for up to 15 Years Following Their First Dose of AUTO CAR T Cell Therapy, Multiple Myeloma, DLBCL, ALL, Adult and Pediatric, T Cell Lymphoma",blood cancer
NCT04605666,"B Cell Leukemia, B Cell Lymphoma",blood cancer
NCT05809284,"Acute Lymphoblastic Leukemia With Failed Remission, Acute Lymphoblastic Leukemia Not Having Achieved Remission, Acute Lymphoblastic Leukemia, Pediatric, Acute Lymphoblastic Leukemia, Adult, Acute Lymphoblastic Leukemia, in Relapse",blood cancer
NCT06056921,"SLE (Systemic Lupus), Sjogren's Syndrome, Systemic Scleroderma, Dermatomyositis, Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis",others
NCT06371040,Myasthenia Gravis,others
NCT05749133,"Multiple Myeloma in Relapse, Multiple Myeloma, Refractory",blood cancer
NCT05123209,Liver Cancer,solid tumor
NCT04916860,SenL-T7 CAR T Cells for CD7+ T-cell Lymphoblastic Leukemia or T-cell Lymphoblastic Lymphoma,blood cancer
NCT03563326,"Neoplasm, Stomach, Metastases, Neoplasm, Neoplasm Seeding",others
NCT05290155,"T Lymphoblastic Leukemia/Lymphoma, T-cell Acute Lymphoblastic Leukemia, Peripheral T Cell Lymphoma, Angioimmunoblastic T-cell Lymphoma, Anaplastic Large Cell Lymphoma",blood cancer
NCT06900764,Systemic Lupus Erythematosus (SLE),others
NCT04324996,COVID-19,others
NCT00867958,Colorectal Surgery,others
NCT06680388,Autoimmune Diseases,others
NCT03330691,"Leukemia, Lymphoma",blood cancer
NCT06348797,Small Cell Lung Cancer Extensive Stage,solid tumor
NCT03233854,"B Acute Lymphoblastic Leukemia, CD19 Positive, Minimal Residual Disease, Philadelphia Chromosome Positive",blood cancer
NCT06072989,Advanced Solid Tumor,solid tumor
NCT03146234,Hepatocellular Carcinoma,solid tumor
NCT05312411,Osteosarcoma,solid tumor
NCT04762485,"T Lymphoblastic Leukemia/Lymphoma, Mixed Phenotype Acute Leukemia, Acute Myeloid Leukemia",blood cancer
NCT05467254,AML,others
NCT05470777,B-cell Acute Lymphoblastic Leukemia,blood cancer
NCT02546739,"Leukemia, Lymphoma",blood cancer
NCT06326463,"Hematologic Malignancy, ALL, Childhood, AML, Childhood, Lymphoma, MDS",blood cancer
NCT02652910,"Recurrent Adult Diffuse Large Cell Lymphoma, Recurrent Follicular Lymphoma, Recurrent Mantle Cell Lymphoma, Stage III Adult Diffuse Large Cell Lymphoma, Stage III Follicular Lymphoma, Stage III Mantle Cell Lymphoma, Stage IV Adult Diffuse Large Cell Lymphoma, Stage IV Follicular Lymphoma, Stage IV Mantle Cell Lymphoma",blood cancer
NCT04077866,"Recurrent Glioblastoma, Refractory Glioblastoma",solid tumor
NCT02672501,"Leukemia, B-Cell",blood cancer
NCT02247609,B-cell Lymphomas,blood cancer
NCT06691152,Systemic Lupus Erythematosus,others
NCT04007978,"B Cell Lymphoma, Acute Lymphoblastic Leukemia",blood cancer
NCT06641453,Hepatocellular Carcinoma (HCC),solid tumor
NCT04008394,"Adult T-Cell Lymphoma/Leukaemia, Anaplastic Large Cell Lymphoma, Angioimmunoblastic T-cell Lymphoma, NK/T-cell Lymphoma, Peripheral T Cell Lymphoma, Hodgkin Lymphoma",blood cancer
NCT06890091,"Fatigue Symptom, Lymphoma Non-Hodgkin, Chimeric Antigen Receptor T-cell Therapy, Adverse Events",blood cancer
NCT04283006,"Relapsed and Refractory, Lymphoid Hematological Malignancies",blood cancer
NCT05757219,Diffuse Large B Cell Lymphoma,blood cancer
NCT03684889,"Leukemia, Lymphoma",blood cancer
NCT06084286,Advanced Solid Tumor,solid tumor
NCT06612645,"Pediatric Cancers, Solid Tumor Pediatric",solid tumor
NCT06350110,"Systemic Lupus Erythematosus, Lupus Nephritis, Autoimmune Diseases, Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis, Granulomatous Polyangiitis, Microscopic Polyangiitis, Systemic Sclerosis, Idiopathic Inflammatory Myopathies, Sjogren's Syndrome",others
NCT02742727,"Acute Myeloid Leukemia, Precursor T-Cell Lymphoblastic Leukemia-Lymphoma, T-cell Prolymphocytic Leukemia, T-cell Large Granular Lymphocytic Leukemia, Peripheral T-cell Lymphoma, NOS, Angioimmunoblastic T-cell Lymphoma, Extranodal NK/T-cell Lymphoma, Nasal Type, Enteropathy-type Intestinal T-cell Lymphoma, Hepatosplenic T-cell Lymphoma",blood cancer
NCT05775666,Solid Tumor,solid tumor
NCT00880984,Colorectal Surgery,others
NCT02547961,Breast Cancer,solid tumor
NCT05627323,Glioblastoma Multiforme of Brain,solid tumor
NCT06006741,Multiple Myeloma in Remission,blood cancer
NCT06515262,Relapsed/Refractory Multiple Myeloma,blood cancer
NCT03262298,"Leukemia, Lymphoma",blood cancer
NCT06196255,Multiple Myeloma,blood cancer
NCT06026319,"Non-hodgkin Lymphoma, Relapsed Non-Hodgkin Lymphoma, Refractory Non-Hodgkin Lymphoma, Follicular Lymphoma, Marginal Zone Lymphoma, Diffuse Large B Cell Lymphoma, Primary Mediastinal Large B-cell Lymphoma (PMBCL), High-grade B-cell Lymphoma, Grade 3b Follicular Lymphoma, Mantle Cell Lymphoma",blood cancer
NCT03241940,"B Acute Lymphoblastic Leukemia, CD19 Positive, Minimal Residual Disease, Philadelphia Chromosome Positive, Recurrent Adult Acute Lymphoblastic Leukemia, Recurrent Childhood Acute Lymphoblastic Leukemia, Refractory Acute Lymphoblastic Leukemia",blood cancer
NCT05239689,AML,others
NCT05840107,Multiple Myeloma,blood cancer
NCT06759181,Multiple Myeloma,blood cancer
NCT04537442,Multiple Myeloma,blood cancer
NCT05436223,B-cell Non-Hodgkin's Lymphoma,blood cancer
NCT02617134,"Malignant Glioma of Brain, Colorectal Carcinoma, Gastric Carcinoma",solid tumor
NCT06097832,Light Chain (AL) Amyloidosis,others
NCT04684472,"Refractory B-Cell Non-Hodgkin Lymphoma, Refractory Leukemia",blood cancer
NCT05473221,AML,others
NCT03415100,Solid Tumours,others
NCT04004637,"T-lymphoblastic Lymphoma, NK/T Cell Lymphoma, Acute Lymphocytic Leukemia",blood cancer
NCT04844086,"B-cell Acute Lymphoblastic Leukemia, Non-Hodgkin's Lymphoma, Relapsed, Non-Hodgkin's Lymphoma Refractory, Primary Mediastinal Large B Cell Lymphoma, Diffuse Large B Cell Lymphoma, Follicular Lymphoma, Mantle Cell Lymphoma, High-grade B-cell Lymphoma",blood cancer
NCT04981691,Refractory Malignant Solid Neoplasm,others
NCT06242249,"Multiple Myeloma, Refractory",blood cancer
NCT06676982,Advanced Hepatocellular Carcinoma,solid tumor
NCT06590545,ANCA-IgG-positive ANCA Associated Vasculitis,others
NCT04973527,"T Cell Lymphoma, T-cell Leukemia",blood cancer
NCT06220097,"B-cell Acute Lymphoblastic Leukemia, B-cell Lymphoma Refractory",blood cancer
NCT06732232,"Relapsed, Refractory, Multiple Myeloma",blood cancer
NCT06764537,Glioblastoma,solid tumor
NCT03380039,Refractory or Relapsed Multiple Myeloma,blood cancer
NCT05605197,"Pancreatic Cancer, Solid Tumor, Adult",solid tumor
NCT05998928,Multiple Myeloma,blood cancer
NCT02729493,Liver Neoplasms,others
NCT03854994,"B Cell Lymphoma, B-cell Acute Lymphoblastic Leukemia",blood cancer
NCT06585514,"Systemic Lupus Erythematosus (SLE), Lupus Nephritis (LN)",others
NCT05645744,"Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN), Chronic Lymphocytic Leukemia in Relapse, Small Lymphocytic Lymphoma, Relapsed, Waldenstrom's Macroglobulinemia Recurrent, Follicular B-cell Non-Hodgkin's Lymphoma, B-cell Lymphoma Refractory, Mantle Cell Lymphoma Recurrent, Hairy Cell Leukemia, Diffuse Large B Cell Lymphoma, Waldenstrom's Macroglobulinemia Refractory, Mantle Cell Lymphoma Refractory",blood cancer
NCT03975907,Multiple Myeloma,blood cancer
NCT06196294,"Pancreas Cancer, Lung Cancer, Liver Cancer, Mesothelioma, CAR-T Cell Therapy, Solid Tumor, Adult",solid tumor
NCT02725125,Stomach Neoplasms,others
NCT04835519,"Acute Myeloid Leukemia, Relapse Leukemia, Refractory Acute Myeloid Leukemia",blood cancer
NCT05805371,"Castration-Resistant Prostate Carcinoma, Metastatic Prostate Carcinoma, Stage IVB Prostate Cancer AJCC v8",solid tumor
NCT06631040,Acute Lymphocytic Leukemia in Relapse,blood cancer
NCT04088864,"B Cell Lymphoma, Acute Lymphoblastic Leukemia, Pediatric, Lymphoma",blood cancer
NCT06707259,B-cell Non Hodgkin Lymphoma,blood cancer
NCT06222853,"Systemic Lupus Erythematosus, CAR-T Cell Therapy",others
NCT05333302,"B-cell Acute Lymphoblastic Leukemia, Lymphoblastic B-Cell Lymphoma",blood cancer
NCT04318678,"AML/MDS, B-ALL, T-ALL, BPDCN",others
NCT04697290,B-cell Non-Hodgkin's Lymphoma,blood cancer
NCT05848999,Mesothelin-positive Advanced Malignant Solid Tumors,solid tumor
NCT06381830,"Lymphoma, B-Cell, Autologous Stem Cell Transplantation",blood cancer
NCT05453669,B-cell Non-Hodgkin's Lymphoma,blood cancer
NCT06532630,B-Cell Malignancy,others
NCT06788964,Relapsed or Refractory Large B-cell Lymphoma,blood cancer
NCT06554951,"CAR-T Cell Therapy, Extracellular Vesicles",others
NCT06834529,Relapsed or Refractory B Cell Leukemia and Lymphoma,blood cancer
NCT05013372,T-cell Non-Hodgkin's Lymphoma,blood cancer
NCT03179007,Advanced Solid Tumor,solid tumor
NCT02794961,Recurrent or Refractory B Cell Malignancy,others
NCT03672305,Primary Hepatocellular Carcinoma,solid tumor
NCT05024175,"Long Term Adverse Effects, CAR-T, Duty to Follow Up, Adult, Progression-Free Survival, Disease-Free Survival, Overall Survival",others
NCT02349698,"Leukemia, Lymphoma",blood cancer
NCT05298995,"Brain Tumor, Pediatric, Medulloblastoma, Childhood, Embryonal Tumor, High Grade Glioma, Diffuse Midline Glioma, Diffuse Intrinsic Pontine Glioma, Brain Tumor Adult",solid tumor
NCT06373081,"Systemic Lupus Erythematosus (SLE), Sjogren's Syndrome, Systemic Sclerosis, Inflammatory Myopathy, ANCA Associated Vasculitis, Antiphospholipid Syndrome",others
NCT04740203,"B-Cell Acute Lymphoblastic Leukemia, Adult",blood cancer
NCT03338972,"Recurrent Plasma Cell Myeloma, Refractory Plasma Cell Myeloma",blood cancer
NCT02963038,"B-Cell Leukemia, B-Cell Lymphoma",blood cancer
NCT06760936,Diffuse Large B Cell Lymphoma (DLBCL),blood cancer
NCT05344664,,others
NCT04447547,Non-hodgkin's Lymphoma,blood cancer
NCT05587543,Nasopharyngeal Carcinoma,solid tumor
NCT03049449,"Lymphoma, Large-Cell, Anaplastic, Enteropathy-Associated T-Cell Lymphoma, Lymphoma, Large B-Cell, Diffuse, Lymphoma, Extranodal NK-T-Cell, Lymphoma, T-Cell, Peripheral",blood cancer
NCT04287309,Hematological Malignancy,blood cancer
NCT03873805,"Castration-Resistant Prostate Carcinoma, Metastatic Prostate Carcinoma, Stage IV Prostate Cancer AJCC v8, Stage IVA Prostate Cancer AJCC v8, Stage IVB Prostate Cancer AJCC v8",solid tumor
NCT01593696,"ALL, B Cell Lymphoma, Leukemia, Large Cell Lymphoma, Non-Hodgkin Lymphoma",blood cancer
NCT05059912,Refractory and Relapsed T Cell Lymphoma,blood cancer
NCT05478343,Multiple Myeloma,blood cancer
NCT04182581,Multiple Myeloma,blood cancer
NCT06825455,"Advanced Solid Tumors, Ovarian Cancers, Peritoneal (metastatic) Cancer",solid tumor
NCT05725720,Diffuse Large B Cell Lymphoma,blood cancer
NCT05620706,Advanced Hepatocellular Carcinoma,solid tumor
NCT06445803,"Acute Lymphoblastic Leukemia, in Relapse, Acute Lymphoblastic Leukemia With Failed Remission, B-cell Lymphoma Refractory, B-cell Lymphoma Recurrent",blood cancer
NCT03559439,"B-cell Malignancy, B-cell Lymphoma, B-Cell Acute Lymphoblastic Leukaemia",blood cancer
NCT04412174,B-cell Non Hodgkin Lymphoma,blood cancer
NCT03881761,"B-Cell Lymphoma Stage I, Refractory, Relapsed",blood cancer
NCT03076437,"Acute Lymphocytic Leukemia, Chronic Lymphocytic Leukemia, Lymphoma",blood cancer
NCT04928105,"Lymphoma, T-Cell",blood cancer
NCT04860817,"T-cell Acute Lymphoblastic Leukemia, T-lymphoblastic Lymphoma",blood cancer
NCT04194931,Relapsed or Refractory Multiple Myeloma,blood cancer
NCT06252402,HIV-1,others
NCT05063682,"Glioblastoma, Glioblastoma Multiforme, Glioma, Malignant",solid tumor
NCT06346912,"Acute Lymphoblastic Leukemia,B-Cell, Non-hodgkin Lymphoma,B Cell",blood cancer
NCT03298828,"Acute Lymphoblastic Leukemia, Burkitt Lymphoma",blood cancer
NCT03356795,Cervical Cancer,solid tumor
NCT04846439,"Platelet Transfusion Refractoriness, Acute Leukemia in Remission",blood cancer
NCT05252572,AML,others
NCT05032820,Multiple Myeloma,blood cancer
NCT06323525,Non-hodgkin Lymphoma,blood cancer
NCT06375161,B Cell Malignancies,others
NCT04657861,"Multiple Myeloma in Relapse, Multiple Myeloma, Refractory",blood cancer
NCT06110208,Acute Myeloid Leukemia,blood cancer
NCT04499339,Multiple Myeloma,blood cancer
NCT03271515,"Leukemia, Lymphoma",blood cancer
NCT06196658,"Pancreatic Cancer, Advanced Biliary Cancer",solid tumor
NCT05767359,"Multiple Myeloma, Smoldering Multiple Myeloma",blood cancer
NCT05052528,"Recurrent Diffuse Large B-Cell Lymphoma, Refractory Diffuse Large B-Cell Lymphoma",blood cancer
NCT03638206,"B-cell Acute Lymphoblastic Leukemia, Lymphoma, Myeloid Leukemia, Multiple Myeloma, Hepatoma, Gastric Cancer, Pancreatic Cancer, Mesothelioma, Colorectal Cancer, Esophagus Cancer, Lung Cancer, Glioma, Melanoma, Synovial Sarcoma, Ovarian Cancer, Renal Carcinoma",blood cancer
NCT05755828,B-cell Lymphoma,blood cancer
NCT05143112,"Non-hodgkin Lymphoma,B Cell",blood cancer
NCT03767751,Multiple Myeloma,blood cancer
NCT03375619,"Chronic Lymphocytic Leukemia, Lymphomas Non-Hodgkin's B-Cell, Lymphoma, Small Lymphocytic, Mantle Cell Lymphoma, Central Nervous System Lymphoma, Diffuse Large B Cell Lymphoma, Follicular Lymphoma, Burkitt Lymphoma, Multiple Myeloma",blood cancer
NCT03029338,"Lymphomas Non-Hodgkin's B-Cell, Relapse",blood cancer
NCT01853631,"Non-Hodgkin Lymphoma, Chronic Lymphocytic Leukemia, Acute Lymphocytic Leukemia",blood cancer
NCT04526834,"Anaplastic Large Cell Lymphoma, Peripheral T Cell Lymphoma, Extranodal NK/T-cell Lymphoma, Diffuse Large B Cell Lymphoma, Primary Mediastinal Large B-Cell Lymphoma (PMBCL)",blood cancer
NCT03696030,"Malignant Neoplasm, Metastatic Malignant Neoplasm in the Brain, Metastatic Malignant Neoplasm in the Leptomeninges, Breast Cancer, HER2-positive Breast Cancer",solid tumor
NCT06497387,"Lupus Nephritis, IgG4-related Disease",others
NCT06316076,"Systemic Lupus Erythematosus, Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis, Idiopathic Inflammatory Myopathies, Systemic Sclerosis",others
NCT04036019,B Cell Lymphoma,blood cancer
